1969,43.071036,-4.035391,23.572293,12.923576,-2.545036,5.052395,9.238151,-4.345975,5.224104,2.935664,-2.752638,1.729396
1982,45.800256,41.148987,57.599295,5.695314,0.979893,-7.360076,-10.917191,-0.462272,-0.299410,-2.340378,0.261616,-2.427598
2007,50.251554,27.845584,47.091303,11.080036,-43.505351,-17.997253,-5.284150,-11.754643,10.512851,2.192458,5.448426,1.704516
1984,40.643545,6.281908,34.655208,-1.296938,-32.762731,-14.612497,7.706492,-8.353410,10.384000,-1.954814,-0.409230,-4.850200
1986,45.747148,44.700684,22.545370,9.917018,10.745384,-13.228769,4.922118,-4.376980,20.309863,2.365600,1.039252,-2.439896
1987,42.385052,-59.656182,0.432345,12.455352,-3.552084,-6.152603,-3.130630,-1.727299,3.049097,-5.983167,7.661501,5.466885
2004,48.605589,43.276743,9.995780,-6.111346,-26.357084,-11.007885,11.552538,1.225873,-5.831874,0.076546,-1.129245,2.087709
2004,50.898350,17.609306,32.171990,-1.425584,-25.238850,-13.982790,-0.067896,0.802946,-3.579362,0.727310,-0.745490,-3.314773
1985,40.913723,41.168776,-7.810886,1.330802,15.888275,5.782510,9.811364,-13.426824,7.039045,-3.888021,-9.424267,-1.740763
2005,50.400757,11.421837,27.608684,-6.050218,-9.014255,-4.743210,-16.194110,-0.373719,14.530301,-0.316390,-1.690654,13.171742
1997,42.876790,13.829226,-5.379339,-0.823603,51.454020,2.685625,-3.347600,11.133826,-16.295072,-1.569726,-5.303264,-7.483139
1961,35.624615,-93.520816,69.421560,4.164908,-56.554548,11.629288,4.927053,5.607175,14.471991,2.733486,-2.592491,11.726590
1972,39.659670,-41.013531,12.142091,-18.208865,17.030698,-11.884367,-18.576123,0.886979,7.269877,0.720300,-1.981535,-3.319453
1964,44.763875,-17.454320,68.737722,-1.611860,-28.269173,7.171152,-39.716372,-5.467118,3.478588,-13.890788,4.407089,4.148463
1992,43.485614,37.052299,86.393787,15.441724,-10.805209,8.037789,8.531614,8.177644,-1.748431,-1.398953,-3.657356,7.475169
1997,45.471809,18.345799,27.634185,7.891684,4.694808,-10.630646,12.529841,6.771702,6.944564,3.989129,1.895082,10.279805
2007,48.990371,-7.965736,20.208329,-13.481392,-37.682388,-21.875852,5.048411,0.536888,5.627773,-1.711019,-1.714972,-4.729557
2003,54.275271,60.075092,25.899838,-4.936908,-18.225472,-22.237954,-14.389204,-0.547440,4.497165,6.820232,1.493824,2.377063
1995,36.594628,-39.315617,-32.184492,-30.577352,5.902675,-12.383425,-15.526442,-6.386861,0.565530,-2.306177,-1.724959,-2.041173
2004,44.498329,-10.611377,-12.836033,9.562245,-26.084696,12.093776,5.172585,-11.726635,1.997145,-19.742083,-0.679398,-3.029951
1992,46.110680,12.972525,33.542796,13.134026,1.898625,-12.664482,1.921214,0.569670,-0.299687,-0.660443,5.985203,3.441852
2002,43.398593,-17.554442,1.367198,3.024510,27.172894,-15.213196,2.649851,-5.005046,10.441828,2.896053,2.392175,6.234249
2006,39.842404,-18.743576,-19.223111,64.556840,-22.909184,-9.606001,-0.487329,2.286281,-26.908385,-3.267277,-0.766274,-4.992234
1995,44.185748,129.172427,34.734479,-4.567288,-18.053099,-16.798625,-7.818931,4.271622,14.490570,10.570289,-5.013244,0.463547
1974,46.414152,5.203110,62.361351,3.155250,-23.807739,-11.206177,-0.576566,4.793955,9.913109,6.234966,-4.804386,-11.902147
2009,40.357729,-65.060858,-14.788490,-4.088437,8.041414,-12.128141,-6.949984,-5.407098,5.715218,3.226405,4.292503,5.530249
1997,40.554660,54.368014,-4.534124,-2.658149,5.367616,-15.339622,-3.557229,6.446780,2.197082,9.476493,-2.819417,1.516603
1977,44.458293,-39.783630,24.258130,-10.255285,15.017338,-16.611594,-9.420783,-5.297107,35.259617,-3.044299,1.741857,21.788707
1986,45.347255,-34.707541,6.218767,4.659390,-8.195526,-13.573367,-6.235838,-19.881421,7.142583,-1.916926,4.924853,-0.580554
1966,42.223518,54.350926,27.758562,31.966298,5.420428,15.050585,-23.672371,1.124196,10.529955,-2.174032,-1.477985,-5.825318
1985,47.391160,11.543895,10.471916,-5.908384,-27.287794,-10.438616,13.494695,5.794270,10.442509,1.780702,-0.806639,18.784908
1995,39.603215,2.540344,18.571320,-9.771763,4.664052,-3.581049,-11.318934,-2.630987,10.427089,-0.253103,-1.380729,19.029290
1997,41.196289,-27.658325,34.438424,18.251568,-37.645882,-19.874111,-8.508723,-5.137403,-4.568173,1.301901,11.026838,12.853192
2000,50.213858,50.710206,32.093377,-5.841712,-38.690799,-20.620304,-11.002164,1.833980,-0.971645,6.962184,0.786419,-0.190928
2003,46.656671,46.172889,27.039522,-0.098579,9.675345,-8.081696,5.794315,11.759312,-6.570907,2.523188,-2.398601,3.780385
1992,45.927941,41.806172,21.522219,3.878962,-31.466460,-17.166080,1.378932,-3.357486,8.725297,0.453241,2.872424,6.403632
1990,41.798044,36.117015,-0.030977,-0.697798,0.327788,-10.108552,13.740167,0.099775,-10.722702,-6.603892,0.887872,5.121706
1985,25.182688,30.463048,131.250296,34.914946,30.090285,-25.165634,36.058532,15.673710,-12.259091,6.348290,-4.371790,-13.180925
2000,45.550898,68.905631,-19.613367,16.724010,10.457734,-13.078051,5.561925,1.006121,-4.646525,3.826426,8.997944,4.542286
1997,41.047482,38.927766,-22.672186,35.262175,4.580677,11.988968,-20.591398,4.966842,-12.673828,12.276350,-0.338945,-3.636362
2004,46.178505,30.330056,6.248407,-1.913274,1.034833,0.705791,-7.260597,8.316113,-5.943282,7.544479,-3.748720,-3.710919
2000,40.379806,-10.879386,10.764813,1.112041,-20.233439,-0.683900,11.098131,-5.457393,10.813892,-4.967994,-0.446667,10.337548
1963,45.112537,58.183302,29.653587,-5.236958,17.815159,4.368031,16.314082,-1.316103,-0.521943,-0.838312,-8.012409,8.086124
